Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Seconds,Timestamp (microseconds)
943.0,724.5,1018.5,986.8237305,976.1245117,272.80661,997.534363,493.638184,1013.73218,15.71666667,1658789416700000.0
944.0,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218,15.73333333,1658789416716666.8
945.0,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218,15.75,1658789416733333.2
946.0,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.47171,1014.06604,15.76666667,1658789416750000.0
947.0,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.702057,1014.18286,15.78333333,1658789416766666.8
948.0,724.480957,1018.104736,986.7796021,975.8706665,272.80661,997.534363,493.702057,1014.18286,15.8,1658789416783333.2
949.0,724.3513794,1017.962219,987.0443115,975.5,272.756409,997.546143,493.702057,1014.18286,15.81666667,1658789416800000.0
950.0,724.3513794,1017.962219,986.9077148,975.7815552,272.756409,997.546143,493.702057,1014.18286,15.83333333,1658789416816666.5
951.0,724.3513794,1017.962219,987.0914307,976.2076416,272.756409,997.546143,493.702057,1014.18286,15.85,1658789416833333.2
952.0,724.3513794,1017.962219,987.0914307,976.2076416,272.921936,997.656738,493.702057,1014.18286,15.86666667,1658789416850000.0
953.0,724.3513794,1017.962219,987.0914307,976.2076416,272.921936,997.656738,493.618622,1014.18616,15.88333333,1658789416866666.5
954.0,724.480957,1018.104736,987.0914307,976.2076416,272.921936,997.656738,493.618622,1014.18616,15.9,1658789416883333.5
955.0,724.6314697,1018.36853,987.0914307,976.2076416,272.921936,997.656738,493.660675,1014.12311,15.91666667,1658789416900000.0
956.0,724.6314697,1018.36853,987.0914307,976.2076416,272.921936,997.656738,493.660675,1014.12311,15.93333333,1658789416916666.8
957.0,724.6314697,1018.36853,987.0914307,976.2076416,272.921936,997.656738,493.47171,1014.06604,15.95,1658789416933333.5
958.0,724.5,1018.5,987.0055542,976.333313,272.921936,997.656738,493.47171,1014.06604,15.96666667,1658789416950000.0
959.0,724.3685303,1018.63147,987.5,976.5,272.921936,997.656738,493.618622,1014.18616,15.98333333,1658789416966666.8
960.0,724.1245117,1018.52301,987.6107788,976.8284912,272.921936,997.656738,493.618622,1014.18616,16.0,1658789416983333.2
961.0,723.7590332,1018.5,987.5,977.1394653,272.921936,997.656738,493.689758,1014.15509,16.01666667,1658789417000000.0
962.0,724.2654419,1018.680664,987.6003418,977.326355,272.921936,997.656738,493.689758,1014.15509,16.03333333,1658789417016666.8
963.0,724.2654419,1018.680664,987.5,977.5,272.921936,997.656738,493.689758,1014.15509,16.05,1658789417033333.2
964.0,724.2654419,1018.680664,987.8410034,977.329895,272.921936,997.656738,493.689758,1014.15509,16.06666667,1658789417050000.0
965.0,724.2654419,1018.680664,987.5,977.5,272.921936,997.656738,493.689758,1014.15509,16.08333333,1658789417066666.5
966.0,724.2654419,1018.680664,987.6082764,977.6873779,272.921936,997.656738,493.689758,1014.15509,16.1,1658789417083333.2
967.0,724.2654419,1018.680664,987.5,978.0,272.772614,997.620178,493.689758,1014.15509,16.11666667,1658789417100000.0
968.0,724.2654419,1018.680664,987.3892212,978.1715088,272.772614,997.620178,493.689758,1014.15509,16.13333333,1658789417116666.5
969.0,724.1821899,1018.81781,987.2350464,978.3256226,272.772614,997.620178,493.689758,1014.15509,16.15,1658789417133333.5
970.0,724.1821899,1018.81781,987.0055542,978.333313,272.772614,997.620178,493.425079,1014.23547,16.16666667,1658789417150000.0
971.0,724.1821899,1018.81781,987.5,978.5,272.772614,997.620178,493.689758,1014.15509,16.18333333,1658789417166666.8
972.0,723.6359253,1018.685608,987.5,978.5,272.772614,997.620178,493.689758,1014.15509,16.2,1658789417183333.5
973.0,723.5,1018.853577,987.5,978.5,272.772614,997.620178,493.689758,1014.15509,16.21666667,1658789417200000.0
974.0,723.9556885,1019.5,987.0914307,978.7923584,272.772614,997.620178,493.689758,1014.15509,16.23333333,1658789417216666.8
975.0,724.1762695,1020.124512,987.0344238,979.0488892,272.772614,997.620178,493.689758,1014.15509,16.25,1658789417233333.2
976.0,724.1762695,1020.124512,987.1589966,979.329895,272.772614,997.620178,493.689758,1014.15509,16.26666667,1658789417250000.0
977.0,724.1762695,1020.124512,986.9656372,979.6391602,272.772614,997.620178,493.689758,1014.15509,16.28333333,1658789417266666.8
978.0,724.3585815,1020.358582,986.9656372,979.6391602,272.772614,997.620178,493.661072,1014.66107,16.3,1658789417283333.2
979.0,724.3585815,1020.358582,987.0162354,979.8883057,272.772614,997.620178,493.315247,1014.63306,16.31666667,1658789417300000.0
980.0,724.3585815,1020.358582,986.861084,979.774292,272.772614,997.620178,493.315247,1014.63306,16.33333333,1658789417316666.5
981.0,724.3585815,1020.358582,986.5,980.227417,272.772614,997.620178,493.643066,1014.87903,16.35,1658789417333333.2
982.0,724.3585815,1020.358582,986.5,980.227417,272.772614,997.620178,493.643066,1014.87903,16.36666667,1658789417350000.0
983.0,724.3585815,1020.358582,986.5,980.227417,272.772614,997.620178,493.643066,1014.87903,16.38333333,1658789417366666.5
984.0,724.3585815,1020.358582,986.5,980.227417,272.772614,997.620178,493.643066,1014.87903,16.4,1658789417383333.5
985.0,724.1762695,1020.124512,986.666687,979.9944458,272.772614,997.620178,493.643066,1014.87903,16.41666667,1658789417400000.0
986.0,724.1762695,1020.124512,986.666687,979.9944458,272.772614,997.620178,493.638184,1013.73218,16.43333333,1658789417416666.8
987.0,724.1762695,1020.124512,986.8016968,979.5,272.772614,997.620178,493.803284,1013.79779,16.45,1658789417433333.5
988.0,724.1762695,1020.124512,986.6429443,979.2622681,272.772614,997.620178,493.803284,1013.79779,16.46666667,1658789417450000.0
989.0,724.1762695,1020.124512,986.5,978.772583,272.772614,997.620178,493.803284,1013.79779,16.48333333,1658789417466666.8
990.0,724.1762695,1020.124512,986.5,978.772583,272.939636,997.78363,493.803284,1013.79779,16.5,1658789417483333.2
991.0,724.1762695,1020.124512,986.3585815,978.6414185,273.133606,998.080688,493.803284,1013.79779,16.51666667,1658789417500000.0
992.0,724.1762695,1020.124512,986.3585815,978.3585815,273.133606,998.080688,493.803284,1013.79779,16.53333333,1658789417516666.8
993.0,724.1762695,1020.124512,986.3585815,978.3585815,272.996124,997.963989,493.803284,1013.79779,16.55,1658789417533333.2
994.0,724.0324097,1019.839661,986.5,978.227417,272.996124,997.963989,493.803284,1013.79779,16.56666667,1658789417550000.0
995.0,724.0324097,1019.839661,986.5,978.227417,272.996124,997.963989,493.803284,1013.79779,16.58333333,1658789417566666.5
996.0,724.0807495,1019.592773,986.5,978.227417,273.133606,998.080688,493.803284,1013.79779,16.6,1658789417583333.2
997.0,724.2203979,1019.32605,986.5,978.227417,273.133606,998.080688,493.869995,1014.42999,16.61666667,1658789417600000.0
998.0,724.2203979,1019.32605,986.5,978.227417,273.133606,998.080688,493.869995,1014.42999,16.63333333,1658789417616666.5
999.0,724.2076416,1019.091431,986.5,978.227417,273.133606,998.080688,493.869995,1014.42999,16.65,1658789417633333.5
1000.0,724.2076416,1019.091431,986.5,978.227417,273.133606,998.080688,493.869995,1014.42999,16.66666667,1658789417650000.0
1001.0,724.2076416,1019.091431,986.666687,977.9944458,273.133606,998.080688,493.869995,1014.42999,16.68333333,1658789417666666.8
1002.0,724.0750732,1018.924927,986.666687,977.9944458,273.133606,998.080688,493.869995,1014.42999,16.7,1658789417683333.5
1003.0,724.0750732,1018.924927,986.666687,977.9944458,273.133606,998.080688,493.638184,1013.73218,16.71666667,1658789417700000.0
1004.0,724.0750732,1018.924927,986.5,978.227417,273.133606,998.080688,493.638184,1013.73218,16.73333333,1658789417716666.8
1005.0,724.0750732,1018.924927,986.7163696,978.0441895,273.133606,998.080688,493.638184,1013.73218,16.75,1658789417733333.2
1006.0,724.0750732,1018.924927,986.7163696,978.0441895,273.133606,998.080688,493.638184,1013.73218,16.76666667,1658789417750000.0
1007.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.670166,1014.38245,16.78333333,1658789417766666.8
1008.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.670166,1014.38245,16.8,1658789417783333.2
1009.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.670166,1014.38245,16.81666667,1658789417800000.0
1010.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.821198,1013.57275,16.83333333,1658789417816666.5
1011.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.821198,1013.57275,16.85,1658789417833333.2
1012.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.821198,1013.57275,16.86666667,1658789417850000.0
1013.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.821198,1013.57275,16.88333333,1658789417866666.5
1014.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.821198,1013.57275,16.9,1658789417883333.5
1015.0,724.0750732,1018.924927,986.8754883,978.1762695,273.133606,998.080688,493.638184,1013.73218,16.91666667,1658789417900000.0
1016.0,724.1524658,1018.799622,986.8287964,977.9198608,273.133606,998.080688,493.638184,1013.73218,16.93333333,1658789417916666.8
1017.0,724.1524658,1018.799622,987.2718506,977.4208374,273.133606,998.080688,493.765015,1013.85516,16.95,1658789417933333.5
1018.0,724.3685303,1018.63147,987.1820068,977.2774658,273.133606,998.080688,493.765015,1013.85516,16.96666667,1658789417950000.0
1019.0,724.6414185,1018.641418,987.2666626,976.5,273.133606,998.080688,493.638184,1013.73218,16.98333333,1658789417966666.8
1020.0,724.5,1018.5,987.0055542,976.333313,273.03891,997.994812,493.661072,1013.66107,17.0,1658789417983333.2
1021.0,724.5,1018.5,986.8754883,976.1762695,272.996124,997.963989,493.661072,1013.66107,17.01666667,1658789418000000.0
1022.0,724.5,1018.5,986.5,976.227417,273.062744,997.896729,493.661072,1013.66107,17.03333333,1658789418016666.8
1023.0,724.3585815,1018.358582,986.5,976.227417,273.062744,997.896729,493.833344,1014.01886,17.05,1658789418033333.2
1024.0,724.3585815,1018.358582,986.3570557,975.7377319,273.062744,997.896729,493.833344,1014.01886,17.06666667,1658789418050000.0
1025.0,724.3585815,1018.358582,986.9656372,975.3608398,273.062744,997.896729,493.833344,1014.01886,17.08333333,1658789418066666.5
1026.0,724.2125854,1018.076538,986.7495728,975.1674805,272.969574,997.690491,493.833344,1014.01886,17.1,1658789418083333.2
1027.0,724.2125854,1018.076538,986.6082764,974.8917236,272.938812,997.59375,493.833344,1014.01886,17.11666667,1658789418100000.0
1028.0,724.2125854,1018.076538,986.6082764,974.8917236,272.938812,997.59375,493.833344,1014.01886,17.13333333,1658789418116666.5
1029.0,724.2125854,1018.076538,986.5,974.5,272.938812,997.59375,493.833344,1014.01886,17.15,1658789418133333.5
1030.0,724.2504272,1017.83252,986.6414185,974.3585815,273.119843,997.458191,493.833344,1014.01886,17.16666667,1658789418150000.0
1031.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.18333333,1658789418166666.8
1032.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.2,1658789418183333.5
1033.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.21666667,1658789418200000.0
1034.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.23333333,1658789418216666.8
1035.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.25,1658789418233333.2
1036.0,724.2504272,1017.83252,986.6856079,973.6951294,273.119843,997.458191,493.833344,1014.01886,17.26666667,1658789418250000.0
1037.0,724.2504272,1017.83252,986.8916626,973.5,273.119843,997.458191,493.833344,1014.01886,17.28333333,1658789418266666.8
1038.0,724.2504272,1017.83252,986.8916626,973.5,273.119843,997.458191,493.833344,1014.01886,17.3,1658789418283333.2
1039.0,724.2504272,1017.83252,986.8916626,973.5,273.119843,997.458191,493.833344,1014.01886,17.31666667,1658789418300000.0
1040.0,724.2504272,1017.83252,986.8916626,973.5,273.055359,997.528931,493.833344,1014.01886,17.33333333,1658789418316666.5
1041.0,724.2504272,1017.83252,986.8916626,973.5,273.055359,997.528931,493.833344,1014.01886,17.35,1658789418333333.2
1042.0,724.2504272,1017.83252,987.3917236,973.6873779,273.055359,997.528931,493.833344,1014.01886,17.36666667,1658789418350000.0
1043.0,724.2504272,1017.83252,986.9656372,973.6391602,273.055359,997.528931,493.833344,1014.01886,17.38333333,1658789418366666.5
1044.0,724.2504272,1017.83252,986.9656372,973.6391602,273.055359,997.528931,493.833344,1014.01886,17.4,1658789418383333.5
1045.0,724.2504272,1017.83252,986.6082764,974.1082764,273.055359,997.528931,493.833344,1014.01886,17.41666667,1658789418400000.0
1046.0,724.2504272,1017.83252,986.5,974.5,273.055359,997.528931,493.361816,1013.96582,17.43333333,1658789418416666.8
1047.0,724.2504272,1017.83252,986.7874146,974.9234619,273.055359,997.528931,493.361816,1013.96582,17.45,1658789418433333.5
1048.0,724.2504272,1017.83252,987.0162354,975.1116943,273.055359,997.528931,493.361816,1013.96582,17.46666667,1658789418450000.0
1049.0,724.2504272,1017.83252,986.9656372,975.3608398,273.055359,997.528931,493.361816,1013.96582,17.48333333,1658789418466666.8
1050.0,724.2125854,1018.076538,987.1820068,975.2774658,273.055359,997.528931,493.361816,1013.96582,17.5,1658789418483333.2
1051.0,724.2125854,1018.076538,987.3150635,975.3897095,273.055359,997.528931,493.361816,1013.96582,17.51666667,1658789418500000.0
1052.0,724.2125854,1018.076538,987.6165161,975.6021729,273.055359,997.528931,493.361816,1013.96582,17.53333333,1658789418516666.8
1053.0,724.3585815,1018.358582,987.1904907,975.5632324,273.055359,997.528931,493.361816,1013.96582,17.55,1658789418533333.2
1054.0,724.3585815,1018.358582,986.9719849,975.7523193,273.055359,997.528931,493.689758,1014.15509,17.56666667,1658789418550000.0
1055.0,724.3585815,1018.358582,986.9719849,975.7523193,273.055359,997.528931,493.689758,1014.15509,17.58333333,1658789418566666.5
1056.0,724.3585815,1018.358582,986.9719849,975.7523193,273.055359,997.528931,493.5,1014.5,17.6,1658789418583333.2
1057.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.5,1014.5,17.61666667,1658789418600000.0
1058.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.5,1014.5,17.63333333,1658789418616666.5
1059.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.5,1014.5,17.65,1658789418633333.5
1060.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.670166,1014.61755,17.66666667,1658789418650000.0
1061.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.670166,1014.61755,17.68333333,1658789418666666.8
1062.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.833344,1014.27673,17.7,1658789418683333.5
1063.0,724.227417,1018.5,987.5,975.6881104,273.055359,997.528931,493.833344,1014.27673,17.71666667,1658789418700000.0
1064.0,724.3685303,1018.63147,987.1945801,976.2865601,273.055359,997.528931,493.765015,1013.85516,17.73333333,1658789418716666.8
1065.0,724.3685303,1018.63147,987.0131226,976.2940063,273.055359,997.528931,493.765015,1013.85516,17.75,1658789418733333.2
1066.0,724.3685303,1018.63147,986.8128662,975.8773804,273.055359,997.528931,493.670166,1014.61755,17.76666667,1658789418750000.0
1067.0,724.3685303,1018.63147,986.6621704,975.6337891,273.055359,997.528931,493.670166,1014.61755,17.78333333,1658789418766666.8
1068.0,724.3685303,1018.63147,986.6856079,975.3048706,273.055359,997.528931,493.765015,1013.85516,17.8,1658789418783333.2
1069.0,724.3685303,1018.63147,986.6856079,975.3048706,273.055359,997.528931,493.765015,1013.85516,17.81666667,1658789418800000.0
1070.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.83333333,1658789418816666.5
1071.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.85,1658789418833333.2
1072.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.86666667,1658789418850000.0
1073.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.88333333,1658789418866666.5
1074.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.9,1658789418883333.5
1075.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.91666667,1658789418900000.0
1076.0,724.3585815,1018.358582,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.93333333,1658789418916666.8
1077.0,724.3685303,1018.63147,986.6856079,975.3048706,273.055359,997.528931,493.638184,1013.73218,17.95,1658789418933333.5
1078.0,724.3685303,1018.63147,986.6429443,975.7377319,273.055359,997.528931,493.638184,1013.73218,17.96666667,1658789418950000.0
1079.0,724.3685303,1018.63147,986.6364746,976.0075684,273.140106,997.605103,493.638184,1013.73218,17.98333333,1658789418966666.8
1080.0,724.1245117,1018.52301,986.6364746,976.0075684,273.045624,997.846619,493.5,1013.84229,18.0,1658789418983333.2
1081.0,724.1245117,1018.52301,986.8417358,976.3991699,273.067932,997.889282,493.5,1013.84229,18.01666667,1658789419000000.0
1082.0,724.2654419,1018.680664,986.9411011,976.5,273.067932,997.889282,493.5,1013.84229,18.03333333,1658789419016666.8
1083.0,723.7600708,1018.800415,986.7996826,977.1589966,273.067932,997.889282,493.5,1013.84229,18.05,1658789419033333.2
1084.0,723.5,1019.5,986.9613647,977.3832397,273.045624,997.846619,493.5,1013.84229,18.06666667,1658789419050000.0
1085.0,723.5,1018.853577,986.7584229,977.5780029,273.199463,998.007874,493.5,1013.84229,18.08333333,1658789419066666.5
1086.0,723.1703491,1018.939575,986.7495728,977.8325195,273.199463,998.007874,493.5,1013.84229,18.1,1658789419083333.2
1087.0,723.8095093,1019.70282,986.8265381,978.2247314,273.394073,998.172729,493.5,1013.84229,18.11666667,1658789419100000.0
1088.0,724.1606445,1019.891541,986.7346802,978.7479248,273.434021,998.198669,493.5,1013.84229,18.13333333,1658789419116666.5
1089.0,724.3585815,1020.358582,986.7996826,979.1589966,273.434021,998.198669,493.5,1013.84229,18.15,1658789419133333.5
1090.0,724.3585815,1020.358582,986.7996826,979.1589966,273.434021,998.198669,493.5,1013.84229,18.16666667,1658789419150000.0
1091.0,724.5,1020.227417,987.0048218,979.3397827,273.434021,998.198669,493.5,1013.84229,18.18333333,1658789419166666.8
1092.0,724.5,1020.227417,987.0795898,979.4692993,273.434021,998.198669,493.5,1013.84229,18.2,1658789419183333.5
1093.0,724.5,1020.227417,987.133667,979.703125,273.434021,998.198669,493.5,1013.84229,18.21666667,1658789419200000.0
1094.0,724.5,1020.227417,986.8754883,980.1762695,273.434021,998.198669,493.5,1013.84229,18.23333333,1658789419216666.8
1095.0,724.3585815,1020.358582,986.6414185,980.3585815,273.434021,998.198669,493.5,1013.84229,18.25,1658789419233333.2
1096.0,724.1245117,1020.17627,986.6414185,980.3585815,273.434021,998.198669,493.5,1013.84229,18.26666667,1658789419250000.0
1097.0,724.1245117,1020.17627,986.6414185,980.3585815,273.434021,998.198669,493.5,1013.84229,18.28333333,1658789419266666.8
1098.0,724.1245117,1020.17627,986.8754883,980.1762695,273.434021,998.198669,493.35141,1013.89923,18.3,1658789419283333.2
1099.0,724.1245117,1020.17627,986.5,980.227417,273.434021,998.198669,493.35141,1013.89923,18.31666667,1658789419300000.0
1100.0,724.1245117,1020.17627,986.5,980.227417,273.434021,998.198669,493.5,1013.84229,18.33333333,1658789419316666.5
1101.0,724.3585815,1020.358582,986.6264038,978.8566895,273.434021,998.198669,493.5,1013.84229,18.35,1658789419333333.2
1102.0,724.3585815,1020.358582,986.772583,978.5,273.434021,998.198669,493.5,1013.84229,18.36666667,1658789419350000.0
1103.0,724.3585815,1020.358582,986.6314697,978.3685303,273.394073,998.172729,493.5,1013.84229,18.38333333,1658789419366666.5
1104.0,724.3585815,1020.358582,986.6314697,978.3685303,273.394073,998.172729,493.5,1013.84229,18.4,1658789419383333.5
1105.0,724.3585815,1020.358582,986.7584229,977.8822632,273.394073,998.172729,493.5,1013.84229,18.41666667,1658789419400000.0
1106.0,724.3585815,1020.358582,986.6142578,977.3551636,273.394073,998.172729,493.5,1013.84229,18.43333333,1658789419416666.8
1107.0,724.0807495,1019.592773,986.6142578,977.3551636,273.394073,998.172729,493.5,1013.84229,18.45,1658789419433333.5
1108.0,724.5,1018.772583,986.7996826,977.1589966,273.394073,998.172729,493.5,1013.84229,18.46666667,1658789419450000.0
1109.0,724.5,1018.772583,986.8648071,977.0220337,273.394073,998.172729,493.5,1013.84229,18.48333333,1658789419466666.8
1110.0,724.5,1018.772583,986.6009521,976.6137695,273.394073,998.172729,493.5,1013.84229,18.5,1658789419483333.2
1111.0,724.5,1018.772583,986.6009521,976.6137695,273.394073,998.172729,493.5,1013.84229,18.51666667,1658789419500000.0
1112.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.784943,1013.52417,18.53333333,1658789419516666.8
1113.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.784943,1013.52417,18.55,1658789419533333.2
1114.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.5,1013.84229,18.56666667,1658789419550000.0
1115.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.5,1013.84229,18.58333333,1658789419566666.5
1116.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.5,1013.84229,18.6,1658789419583333.2
1117.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.5,1013.84229,18.61666667,1658789419600000.0
1118.0,724.2076416,1019.091431,986.6082764,976.8917236,273.394073,998.172729,493.5,1013.84229,18.63333333,1658789419616666.5
1119.0,724.2203979,1019.32605,986.7495728,977.1674805,273.394073,998.172729,493.5,1013.84229,18.65,1658789419633333.5
1120.0,724.2504272,1019.83252,986.7495728,977.1674805,273.394073,998.172729,493.5,1013.84229,18.66666667,1658789419650000.0
1121.0,724.2504272,1019.83252,986.6856079,977.3048706,273.394073,998.172729,493.5,1013.84229,18.68333333,1658789419666666.8
1122.0,724.2504272,1019.83252,986.9656372,977.6391602,273.394073,998.172729,493.638184,1013.73218,18.7,1658789419683333.5
1123.0,724.2504272,1019.83252,986.6429443,977.7377319,273.394073,998.172729,493.638184,1013.73218,18.71666667,1658789419700000.0
1124.0,724.2504272,1019.83252,986.6429443,977.7377319,273.394073,998.172729,493.784943,1013.52417,18.73333333,1658789419716666.8
1125.0,724.2504272,1019.83252,986.7584229,977.8822632,273.394073,998.172729,493.784943,1013.52417,18.75,1658789419733333.2
1126.0,724.2504272,1019.83252,986.772583,978.5,273.394073,998.172729,493.638184,1013.73218,18.76666667,1658789419750000.0
1127.0,724.2125854,1020.076538,986.772583,978.5,273.394073,998.172729,493.638184,1013.73218,18.78333333,1658789419766666.8
1128.0,724.3585815,1020.358582,986.772583,978.5,273.394073,998.172729,493.5,1013.84229,18.8,1658789419783333.2
1129.0,724.3585815,1020.358582,986.772583,978.5,273.394073,998.172729,493.5,1013.84229,18.81666667,1658789419800000.0
1130.0,724.3585815,1020.358582,987.0055542,978.666687,273.394073,998.172729,493.5,1013.84229,18.83333333,1658789419816666.5
1131.0,724.3585815,1020.358582,987.0055542,978.666687,273.394073,998.172729,493.5,1013.84229,18.85,1658789419833333.2
1132.0,724.3585815,1020.358582,987.0055542,978.666687,273.394073,998.172729,493.638184,1013.73218,18.86666667,1658789419850000.0
1133.0,724.3585815,1020.358582,987.0055542,978.666687,273.394073,998.172729,493.638184,1013.73218,18.88333333,1658789419866666.5
1134.0,724.3585815,1020.358582,987.0914307,978.7923584,273.394073,998.172729,493.638184,1013.73218,18.9,1658789419883333.5
1135.0,724.3585815,1020.358582,987.0914307,978.7923584,273.394073,998.172729,493.638184,1013.73218,18.91666667,1658789419900000.0
1136.0,724.1762695,1020.124512,987.0914307,978.7923584,273.394073,998.172729,493.638184,1013.73218,18.93333333,1658789419916666.8
1137.0,724.1762695,1020.124512,986.9558105,978.7163696,273.394073,998.172729,493.638184,1013.73218,18.95,1658789419933333.5
1138.0,724.1762695,1020.124512,986.9558105,978.7163696,273.394073,998.172729,493.638184,1013.73218,18.96666667,1658789419950000.0
1139.0,724.1762695,1020.124512,986.772583,978.5,273.221344,998.050781,493.638184,1013.73218,18.98333333,1658789419966666.8
1140.0,724.0396729,1020.039673,986.772583,978.5,273.221344,998.050781,493.584198,1014.06873,19.0,1658789419983333.2
1141.0,723.7600708,1020.199585,986.772583,978.5,273.171906,998.043335,493.584198,1014.06873,19.01666667,1658789420000000.0
1142.0,723.5,1020.146423,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.03333333,1658789420016666.8
1143.0,723.5,1020.146423,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.05,1658789420033333.2
1144.0,723.5,1020.146423,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.06666667,1658789420050000.0
1145.0,723.8609619,1020.339478,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.08333333,1658789420066666.5
1146.0,724.1245117,1020.52301,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.1,1658789420083333.2
1147.0,724.1245117,1020.52301,986.772583,978.5,273.020172,998.068542,493.584198,1014.06873,19.11666667,1658789420100000.0
1148.0,724.1245117,1020.52301,986.6414185,978.3585815,273.14386,998.185364,493.584198,1014.06873,19.13333333,1658789420116666.5
1149.0,724.1245117,1020.52301,986.6414185,978.3585815,273.14386,998.185364,493.317474,1014.15875,19.15,1658789420133333.5
1150.0,724.1245117,1020.52301,986.6414185,978.3585815,273.14386,998.185364,493.584198,1014.06873,19.16666667,1658789420150000.0
1151.0,724.1245117,1020.52301,986.6414185,978.3585815,273.14386,998.185364,493.584198,1014.06873,19.18333333,1658789420166666.8
1152.0,724.1245117,1020.52301,986.6414185,978.3585815,273.14386,998.185364,493.584198,1014.06873,19.2,1658789420183333.5
1153.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.584198,1014.06873,19.21666667,1658789420200000.0
1154.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.584198,1014.06873,19.23333333,1658789420216666.8
1155.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.584198,1014.06873,19.25,1658789420233333.2
1156.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.584198,1014.06873,19.26666667,1658789420250000.0
1157.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.584198,1014.06873,19.28333333,1658789420266666.8
1158.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.689758,1014.15509,19.3,1658789420283333.2
1159.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.689758,1014.15509,19.31666667,1658789420300000.0
1160.0,724.1245117,1020.52301,986.772583,978.5,273.14386,998.185364,493.689758,1014.15509,19.33333333,1658789420316666.5
1161.0,724.3585815,1020.358582,986.772583,978.5,273.191071,998.195251,493.689758,1014.15509,19.35,1658789420333333.2
1162.0,724.3585815,1020.358582,986.772583,978.5,273.357849,998.154419,493.689758,1014.15509,19.36666667,1658789420350000.0
1163.0,724.3585815,1020.358582,986.772583,978.5,273.357849,998.154419,493.689758,1014.15509,19.38333333,1658789420366666.5
1164.0,724.3585815,1020.358582,986.772583,978.5,273.357849,998.154419,493.689758,1014.15509,19.4,1658789420383333.5
