Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y
31,967.5,906.0680541992188,722.8779296875,996.85595703125
32,967.602294921875,906.5908813476562,722.8779296875,996.85595703125
33,967.6097412109375,907.0189819335938,723.2770385742188,996.8666381835938
34,967.7078857421875,907.550048828125,723.2770385742188,996.8666381835938
35,967.7078857421875,907.550048828125,723.2770385742188,996.8666381835938
36,968.0391235351562,907.4395751953125,723.1680908203125,996.9507446289062
37,968.2032470703125,907.612060546875,723.1680908203125,996.9507446289062
38,968.2032470703125,907.612060546875,723.0209350585938,997.1422729492188
39,968.3892822265625,907.8970947265625,723.0209350585938,997.1422729492188
40,968.425048828125,908.32470703125,723.0123291015625,997.23046875
41,968.5,908.5,722.924072265625,997.3375244140625
42,968.3853149414062,908.9125366210938,723.1226806640625,997.5706787109375
43,968.5,909.0330810546875,723.3052368164062,997.8388061523438
44,968.5,909.1699829101562,723.0900268554688,998.2510986328125
45,968.765380859375,909.7061767578125,723.3118896484375,998.2726440429688
46,968.765380859375,909.7061767578125,723.2066650390625,998.2198486328125
47,968.6856689453125,909.806640625,723.0341186523438,998.4987182617188
48,968.5,910.5,723.0112915039062,998.5426025390625
49,968.6195678710938,911.3695678710938,723.0271606445312,998.7286987304688
50,968.8884887695312,911.646484375,722.9219970703125,998.8666381835938
51,969.0225830078125,911.8095092773438,722.9219970703125,998.8666381835938
52,968.9608764648438,912.06640625,722.9813232421875,998.9154052734375
53,968.941162109375,912.2503051757812,722.763916015625,999.0505981445312
54,968.941162109375,912.2503051757812,722.7598876953125,999.1340942382812
55,968.7176513671875,913.1613159179688,722.4580078125,999.2791137695312
56,968.7176513671875,913.1613159179688,722.4580078125,999.2791137695312
57,968.7176513671875,913.1613159179688,722.6568603515625,999.3052978515625
58,968.7967529296875,913.2625122070312,722.929931640625,999.4656372070312
59,968.7967529296875,913.2625122070312,722.7493286132812,999.4742431640625
60,968.9910278320312,913.409423828125,722.7989501953125,999.5872802734375
61,968.8096923828125,913.7478637695312,722.8970947265625,999.6790161132812
62,968.7176513671875,913.646484375,722.5257568359375,999.9019775390625
63,969.1161499023438,913.632568359375,722.9429931640625,1000.1508178710938
64,969.2418823242188,914.1481323242188,722.9711303710938,1000.4259643554688
65,969.2965698242188,914.4742431640625,722.9490966796875,1000.3818359375
66,969.2255859375,914.9644165039062,722.931884765625,1000.4515991210938
67,969.2246704101562,915.56298828125,723.0621948242188,1000.6778564453125
68,969.2246704101562,915.56298828125,722.931884765625,1000.4515991210938
69,969.1161499023438,915.632568359375,722.5971069335938,1000.5656127929688
70,968.9586181640625,916.0126342773438,722.6487426757812,1000.683349609375
71,968.890869140625,915.8054809570312,722.78564453125,1001.1480102539062
72,969.0543823242188,916.1481323242188,722.78564453125,1001.1480102539062
73,968.9840698242188,916.3602905273438,722.78564453125,1001.1480102539062
74,968.7702026367188,917.01513671875,722.880126953125,1001.2496948242188
75,969.0569458007812,917.2870483398438,722.8641357421875,1001.2037963867188
76,969.2246704101562,917.5049438476562,723.0439453125,1001.1831665039062
77,969.4268188476562,917.9444580078125,722.8113403320312,1000.9483032226562
78,969.2969970703125,917.9774169921875,722.6715698242188,1001.0453491210938
79,969.2969970703125,917.9774169921875,722.6469116210938,1001.0049438476562
80,969.2521362304688,918.1903076171875,722.6715698242188,1001.0453491210938
81,969.2521362304688,918.1903076171875,722.6767578125,1001.242431640625
82,969.353515625,918.2823486328125,722.7061767578125,1001.3802490234375
83,969.353515625,918.2823486328125,722.7061767578125,1001.3802490234375
84,969.353515625,918.2823486328125,722.7061767578125,1001.3802490234375
85,969.5887451171875,918.25927734375,722.21728515625,1001.5033569335938
86,969.5887451171875,918.25927734375,722.3280639648438,1001.3726806640625
87,969.5887451171875,918.25927734375,722.3280639648438,1001.3726806640625
88,969.5887451171875,918.25927734375,722.3280639648438,1001.3726806640625
89,969.4849853515625,918.1594848632812,722.4959106445312,1001.35107421875
90,969.7365112304688,917.86767578125,722.4959106445312,1001.35107421875
91,969.7365112304688,917.86767578125,722.4959106445312,1001.35107421875
92,969.550048828125,917.7078857421875,722.4959106445312,1001.35107421875
93,969.550048828125,917.7078857421875,722.4959106445312,1001.35107421875
94,969.5,917.5,722.4959106445312,1001.35107421875
95,969.449951171875,917.2921142578125,722.4959106445312,1001.35107421875
96,969.449951171875,917.2921142578125,722.4959106445312,1001.35107421875
97,969.63232421875,917.13232421875,722.4959106445312,1001.35107421875
98,969.63232421875,917.13232421875,723.2745361328125,1000.7831420898438
99,969.63232421875,917.13232421875,723.2745361328125,1000.7831420898438
100,969.8374633789062,917.1945190429688,723.2892456054688,1000.9186401367188
101,969.8374633789062,917.1945190429688,723.2745361328125,1000.7831420898438
102,969.6529541015625,917.3470458984375,723.2520141601562,1000.8281860351562
103,970.0772094726562,917.9019775390625,723.214111328125,1001.218994140625
104,969.9019775390625,918.0772094726562,723.4163818359375,1001.489013671875
105,969.9733276367188,918.1640014648438,723.440185546875,1001.4483032226562
106,970.5,918.5,723.3875732421875,1001.6124267578125
107,970.2415771484375,918.5780029296875,723.3875732421875,1001.6124267578125
108,970.4948120117188,918.81005859375,723.2068481445312,1001.5830688476562
109,970.8137817382812,919.36572265625,723.1503295898438,1001.8577880859375
110,970.8137817382812,919.36572265625,723.1503295898438,1001.8577880859375
111,970.9319458007812,919.5,723.1503295898438,1001.8577880859375
112,970.9319458007812,919.5,723.0464477539062,1001.9297485351562
113,971.0189819335938,919.6097412109375,723.1023559570312,1002.4842529296875
114,970.9804077148438,919.8366088867188,723.1023559570312,1002.4842529296875
115,970.9804077148438,919.8366088867188,723.3396606445312,1002.4651489257812
116,970.888916015625,919.9437866210938,723.3396606445312,1002.4651489257812
117,970.888916015625,919.9437866210938,723.3396606445312,1002.4651489257812
118,970.9840698242188,920.18994140625,723.3396606445312,1002.4651489257812
119,970.9840698242188,920.18994140625,723.3396606445312,1002.4651489257812
120,970.9840698242188,920.18994140625,723.3396606445312,1002.4651489257812
121,971.0739135742188,920.0927124023438,723.6018676757812,1002.5833129882812
122,971.0739135742188,920.0927124023438,723.6018676757812,1002.5833129882812
123,971.2522583007812,920.2797241210938,723.31103515625,1002.5258178710938
124,971.2522583007812,920.2797241210938,723.31103515625,1002.5258178710938
125,971.2522583007812,920.2797241210938,723.31103515625,1002.5258178710938
126,971.4318237304688,920.375,723.31103515625,1002.5258178710938
127,971.4318237304688,920.375,723.31103515625,1002.5258178710938
128,971.4318237304688,920.375,723.363525390625,1002.607666015625
129,971.4318237304688,920.375,723.4483032226562,1002.6393432617188
130,971.4318237304688,920.375,723.4407348632812,1002.7782592773438
131,971.4318237304688,920.375,723.4407348632812,1002.7782592773438
132,971.3666381835938,920.5,723.4407348632812,1002.7782592773438
133,971.3078002929688,920.70751953125,723.4407348632812,1002.7782592773438
134,971.3078002929688,920.70751953125,723.4407348632812,1002.7782592773438
135,971.3738403320312,920.5830078125,723.4407348632812,1002.7782592773438
136,971.3666381835938,920.5,723.4407348632812,1002.7782592773438
137,971.3666381835938,920.5,723.4407348632812,1002.7782592773438
138,971.3795166015625,920.8264770507812,723.5,1002.7217407226562
139,971.5457153320312,920.8983154296875,723.5,1002.7217407226562
140,971.3795166015625,920.8264770507812,723.29541015625,1002.90380859375
141,971.3795166015625,920.8264770507812,723.23095703125,1003.080078125
142,971.2634887695312,921.13232421875,723.23095703125,1003.080078125
143,971.1375732421875,921.5357055664062,723.23095703125,1003.080078125
144,971.449951171875,921.2921142578125,723.23095703125,1003.080078125
145,971.449951171875,921.2921142578125,723.0493774414062,1003.2675170898438
146,971.5,921.5,723.0728759765625,1003.3522338867188
147,971.3434448242188,921.6907348632812,723.05712890625,1003.3101806640625
148,971.2965698242188,921.9007568359375,723.05712890625,1003.3101806640625
149,971.814208984375,922.0532836914062,723.05712890625,1003.3101806640625
150,971.5978393554688,922.4130249023438,723.1455078125,1003.4259033203125
151,971.73779296875,922.9011840820312,723.1455078125,1003.4259033203125
152,971.8086547851562,923.2246704101562,723.2119140625,1003.5439453125
153,971.8624267578125,923.5357055664062,723.2993774414062,1003.6679077148438
154,971.8624267578125,923.5357055664062,723.4072875976562,1004.106201171875
155,971.9810180664062,923.6097412109375,723.4375,1004.2916870117188
156,971.9810180664062,923.6097412109375,723.4375,1004.2916870117188
157,971.9810180664062,923.6097412109375,723.4375,1004.2916870117188
158,972.0159301757812,924.18994140625,723.4385375976562,1004.3770751953125
159,972.3108520507812,924.5,723.4512329101562,1004.418701171875
160,972.3108520507812,924.5,723.4512329101562,1004.418701171875
161,972.3108520507812,924.5,723.4512329101562,1004.418701171875
162,972.1770629882812,924.75244140625,723.4512329101562,1004.418701171875
163,972.3659057617188,924.9822387695312,723.4512329101562,1004.418701171875
164,972.4139404296875,924.821044921875,723.4512329101562,1004.418701171875
165,972.4139404296875,924.821044921875,723.4512329101562,1004.418701171875
166,972.5359497070312,925.0470581054688,723.4512329101562,1004.418701171875
167,972.5359497070312,925.0470581054688,723.4512329101562,1004.418701171875
168,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
169,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
170,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
171,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
172,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
173,972.5359497070312,925.0470581054688,723.5,1004.6106567382812
174,972.7313232421875,925.0303955078125,723.5,1004.6106567382812
175,972.7313232421875,925.0303955078125,723.5,1004.6106567382812
176,972.7313232421875,925.0303955078125,723.5,1004.6106567382812
177,972.7313232421875,925.0303955078125,723.5,1004.6106567382812
178,972.9227905273438,925.0980224609375,723.5,1004.6106567382812
179,972.9227905273438,925.0980224609375,723.5,1004.6106567382812
180,972.9227905273438,925.0980224609375,723.5,1004.6106567382812
181,973.0225830078125,925.1904907226562,723.5,1004.6106567382812
182,973.0225830078125,925.1904907226562,723.5,1004.6106567382812
183,973.0225830078125,925.1904907226562,723.5,1004.5
184,973.0225830078125,925.1904907226562,723.5,1004.5
185,973.0225830078125,925.1904907226562,723.5,1004.5
186,973.0225830078125,925.1904907226562,723.5,1004.5
187,972.830078125,925.12451171875,723.5,1004.5
188,972.830078125,925.12451171875,723.5,1004.5
189,972.830078125,925.12451171875,723.5,1004.5
190,973.0225830078125,925.1904907226562,723.5,1004.6106567382812
191,973.2347412109375,925.2347412109375,723.5,1004.6106567382812
192,973.2347412109375,925.2347412109375,723.5,1004.6106567382812
193,973.2347412109375,925.2347412109375,723.5,1004.6106567382812
194,973.3092651367188,925.3434448242188,723.5606079101562,1004.7879028320312
195,973.3092651367188,925.3434448242188,723.5,1004.6106567382812
196,973.3092651367188,925.3434448242188,723.5,1004.6106567382812
197,973.3092651367188,925.3434448242188,723.5,1004.6106567382812
198,973.3092651367188,925.3434448242188,723.5,1004.6106567382812
199,973.3092651367188,925.3434448242188,723.5,1004.6106567382812
200,973.3092651367188,925.3434448242188,724.0107421875,1004.7944946289062
201,973.3092651367188,925.3434448242188,724.1218872070312,1004.6206665039062
202,973.1307373046875,925.3071899414062,724.1218872070312,1004.6206665039062
203,972.8115234375,925.3262939453125,724.1218872070312,1004.6206665039062
204,972.8115234375,925.3262939453125,724.1218872070312,1004.6206665039062
205,972.8115234375,925.3262939453125,724.1218872070312,1004.6206665039062
206,973.0430297851562,925.1680297851562,724.0181884765625,1004.7393798828125
207,973.0430297851562,925.1680297851562,724.1069946289062,1004.6986694335938
208,972.830078125,925.12451171875,723.8934936523438,1004.986083984375
209,972.830078125,925.12451171875,723.5728759765625,1004.78076171875
210,972.830078125,925.12451171875,723.5728759765625,1004.78076171875
211,972.830078125,925.12451171875,723.5728759765625,1004.78076171875
212,972.5,924.7186889648438,723.5728759765625,1004.78076171875
213,972.5,924.8990478515625,723.5728759765625,1004.78076171875
214,972.5,924.8990478515625,723.5,1004.6847534179688
215,971.8838500976562,925.1161499023438,723.48828125,1004.6393432617188
216,972.0745239257812,925.0470581054688,723.6211547851562,1004.7483520507812
217,972.0745239257812,925.0470581054688,723.8160400390625,1004.690185546875
218,972.0874633789062,924.8491821289062,723.8160400390625,1004.690185546875
219,972.0874633789062,924.8491821289062,723.8160400390625,1004.690185546875
220,972.0498046875,924.3748168945312,723.8160400390625,1004.690185546875
221,972.0498046875,924.3748168945312,723.790771484375,1004.4574584960938
222,972.1891479492188,924.138916015625,723.5885620117188,1004.5258178710938
223,972.1891479492188,924.138916015625,723.4338989257812,1004.334716796875
224,972.0874633789062,924.3853149414062,723.4338989257812,1004.334716796875
225,972.0874633789062,924.3853149414062,723.4338989257812,1004.334716796875
226,972.0874633789062,924.3853149414062,723.4338989257812,1004.334716796875
227,972.0874633789062,924.3853149414062,723.290771484375,1004.441162109375
228,972.0874633789062,924.3853149414062,723.290771484375,1004.441162109375
229,971.73779296875,924.9011840820312,723.290771484375,1004.441162109375
230,971.8838500976562,925.1161499023438,723.290771484375,1004.441162109375
231,971.7652587890625,925.2347412109375,723.290771484375,1004.441162109375
232,971.7652587890625,925.2347412109375,723.290771484375,1004.441162109375
233,971.7652587890625,925.2347412109375,723.4298095703125,1004.5540771484375
234,971.7652587890625,925.2347412109375,723.4298095703125,1004.5540771484375
235,971.7652587890625,925.2347412109375,723.4298095703125,1004.5540771484375
236,971.8838500976562,925.1161499023438,723.4298095703125,1004.5540771484375
237,971.8838500976562,925.1161499023438,723.4298095703125,1004.5540771484375
238,971.8838500976562,925.1161499023438,723.4298095703125,1004.5540771484375
239,971.8838500976562,925.1161499023438,723.4298095703125,1004.5540771484375
240,971.6180419921875,925.3819580078125,723.290771484375,1004.441162109375
241,971.6180419921875,925.3819580078125,723.290771484375,1004.441162109375
242,971.6180419921875,925.3819580078125,723.290771484375,1004.441162109375
243,971.8838500976562,925.1161499023438,723.290771484375,1004.441162109375
244,971.8838500976562,925.1161499023438,723.290771484375,1004.441162109375
245,971.73779296875,924.9011840820312,723.290771484375,1004.441162109375
246,971.73779296875,924.9011840820312,723.290771484375,1004.441162109375
247,971.73779296875,924.9011840820312,723.290771484375,1004.441162109375
248,971.8838500976562,925.1161499023438,723.290771484375,1004.441162109375
249,971.8838500976562,925.1161499023438,723.290771484375,1004.441162109375
250,971.8838500976562,925.1161499023438,723.2967529296875,1004.4838256835938
251,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
252,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
253,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
254,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
255,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
256,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
257,971.7652587890625,925.2347412109375,723.4347534179688,1004.5971069335938
258,972.0772094726562,925.0980224609375,723.4347534179688,1004.5971069335938
259,972.2686767578125,925.0303955078125,723.4347534179688,1004.5971069335938
260,972.0772094726562,925.0980224609375,723.57666015625,1004.4838256835938
261,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
262,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
263,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
264,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
265,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
266,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
267,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
268,972.0772094726562,925.0980224609375,723.8013305664062,1004.484375
269,972.0772094726562,925.0980224609375,723.7997436523438,1004.4430541992188
270,972.0772094726562,925.0980224609375,723.7997436523438,1004.4430541992188
271,971.9437866210938,924.888916015625,723.764892578125,1004.409423828125
272,971.9437866210938,924.888916015625,723.764892578125,1004.409423828125
273,971.9437866210938,924.888916015625,723.764892578125,1004.409423828125
274,971.9437866210938,924.888916015625,723.771240234375,1004.3668212890625
275,971.9437866210938,924.888916015625,723.7861938476562,1004.323486328125
276,971.9437866210938,924.888916015625,723.7861938476562,1004.323486328125
277,972.1508178710938,924.0874633789062,723.7861938476562,1004.323486328125
278,972.1508178710938,924.0874633789062,723.7861938476562,1004.323486328125
279,972.1508178710938,924.0874633789062,723.7861938476562,1004.323486328125
280,972.1508178710938,924.0874633789062,723.8099365234375,1004.2794189453125
281,972.1508178710938,924.0874633789062,723.7525024414062,1004.2646484375
282,972.1508178710938,924.0874633789062,723.7525024414062,1004.2646484375
283,972.1508178710938,924.0874633789062,723.7525024414062,1004.2646484375
284,972.0892944335938,924.4749755859375,723.7525024414062,1004.2646484375
285,972.0892944335938,924.4749755859375,723.7525024414062,1004.2646484375
286,972.20849609375,924.6861572265625,723.7861938476562,1004.323486328125
287,972.0772094726562,925.0980224609375,723.764892578125,1004.409423828125
288,972.3704833984375,925.2625122070312,723.7997436523438,1004.4430541992188
289,972.3704833984375,925.2625122070312,723.7997436523438,1004.4430541992188
290,972.7967529296875,925.5493774414062,723.7939453125,1004.6588134765625
291,973.3092651367188,925.6565551757812,723.7939453125,1004.6588134765625
292,973.3092651367188,925.6565551757812,723.7939453125,1004.6588134765625
293,973.3092651367188,925.6565551757812,723.7939453125,1004.6588134765625
294,973.1714477539062,925.9676513671875,723.8456420898438,1004.7120361328125
295,973.2311401367188,926.171875,723.8699951171875,1004.7554931640625
296,973.2311401367188,926.171875,723.8699951171875,1004.7554931640625
297,973.3695678710938,926.3804321289062,723.8699951171875,1004.7554931640625
298,973.3695678710938,926.3804321289062,723.8699951171875,1004.7554931640625
299,973.3695678710938,926.3804321289062,723.8456420898438,1004.7120361328125
300,973.3695678710938,926.3804321289062,723.8456420898438,1004.7120361328125
301,973.2281494140625,926.828125,723.0255126953125,1004.2695922851562
302,973.2281494140625,926.828125,723.51318359375,1004.4406127929688
303,973.2281494140625,926.828125,723.748046875,1004.3020629882812
304,973.2281494140625,926.828125,723.748046875,1004.3020629882812
305,972.5862426757812,926.5979614257812,723.748046875,1004.3020629882812
306,972.5576782226562,926.3445434570312,723.748046875,1004.3020629882812
307,972.4579467773438,926.2367553710938,723.7085571289062,1004.33642578125
308,972.6340942382812,926.0177612304688,723.7085571289062,1004.33642578125
309,972.6429443359375,925.7377319335938,723.8101806640625,1004.3565063476562
310,972.5,925.5,723.6842041015625,1004.4298095703125
311,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
312,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
313,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
314,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
315,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
316,971.9444580078125,925.4268188476562,723.363525390625,1004.607666015625
317,971.7517700195312,925.5985717773438,723.363525390625,1004.607666015625
318,971.6334838867188,925.6708374023438,723.363525390625,1004.607666015625
319,971.6334838867188,925.6708374023438,723.363525390625,1004.607666015625
320,971.4642944335938,925.8624267578125,723.363525390625,1004.607666015625
321,971.4642944335938,925.8624267578125,723.363525390625,1004.607666015625
322,971.4642944335938,925.8624267578125,723.363525390625,1004.607666015625
323,971.3902587890625,925.9810180664062,723.363525390625,1004.607666015625
324,971.3902587890625,925.9810180664062,723.2291870117188,1004.8411254882812
325,971.5,926.0680541992188,723.2291870117188,1004.8411254882812
326,971.6614379882812,926.3829956054688,723.2291870117188,1004.8411254882812
327,971.6097412109375,927.0189819335938,723.2291870117188,1004.8411254882812
328,971.6565551757812,927.3092651367188,723.1795043945312,1004.92822265625
329,971.5,927.5,723.3121337890625,1004.8189697265625
330,971.550048828125,927.7078857421875,723.3502807617188,1004.9708862304688
331,971.8095092773438,927.9774169921875,723.146484375,1005.0189208984375
332,971.9019775390625,928.0772094726562,723.2234497070312,1005.2451782226562
333,972.1969604492188,928.1805419921875,723.2234497070312,1005.2451782226562
334,972.3187866210938,928.415771484375,723.4561157226562,1005.3497314453125
335,972.5,928.5,723.5743408203125,1005.4652099609375
336,972.5,928.5,723.5743408203125,1005.4652099609375
337,972.5,929.0,723.5743408203125,1005.4652099609375
338,972.9700317382812,929.1672973632812,723.6004638671875,1005.64111328125
339,972.9700317382812,929.1672973632812,723.6032104492188,1005.681640625
340,972.9700317382812,929.1672973632812,723.6488647460938,1005.8755493164062
341,972.9700317382812,929.1672973632812,723.6488647460938,1005.8755493164062
342,973.3575439453125,929.192626953125,723.608154296875,1005.9028930664062
343,973.3575439453125,929.192626953125,723.367919921875,1005.7369995117188
344,973.1714477539062,929.3285522460938,723.367919921875,1005.7369995117188
345,973.2634887695312,929.86767578125,723.367919921875,1005.7369995117188
346,973.2634887695312,929.86767578125,723.5693359375,1005.8277587890625
347,973.2634887695312,929.86767578125,723.6128540039062,1005.7216796875
348,973.2634887695312,929.86767578125,723.6128540039062,1005.7216796875
349,973.1904907226562,929.9774169921875,723.6128540039062,1005.7216796875
350,973.449951171875,929.7078857421875,723.608154296875,1005.9028930664062
351,973.449951171875,929.7078857421875,723.5120849609375,1006.0634155273438
352,973.3575439453125,929.807373046875,723.5120849609375,1006.0634155273438
353,973.3575439453125,929.807373046875,723.5120849609375,1006.0634155273438
354,973.449951171875,929.7078857421875,723.5120849609375,1006.0634155273438
355,973.449951171875,929.7078857421875,723.5120849609375,1006.0634155273438
356,973.449951171875,929.7078857421875,723.5120849609375,1006.0634155273438
357,973.449951171875,929.7078857421875,723.5120849609375,1006.0634155273438
358,973.7205810546875,930.224365234375,723.501708984375,1006.12744140625
359,973.7205810546875,930.224365234375,723.501708984375,1006.12744140625
360,973.7205810546875,930.224365234375,723.9044189453125,1006.384521484375
361,973.7205810546875,930.224365234375,723.8461303710938,1006.506103515625
362,973.7205810546875,930.224365234375,723.8461303710938,1006.506103515625
363,973.7478637695312,930.8096923828125,723.397705078125,1006.7689208984375
364,973.6785278320312,930.9205322265625,723.397705078125,1006.7689208984375
365,973.5,931.0833129882812,723.397705078125,1006.7689208984375
366,973.449951171875,931.2921142578125,723.397705078125,1006.7689208984375
367,973.7081909179688,931.6708374023438,723.3396606445312,1006.76171875
368,973.6730346679688,932.1583862304688,723.3570556640625,1006.8477172851562
369,973.7477416992188,932.2797241210938,723.3570556640625,1007.0949096679688
370,973.6385498046875,932.19287109375,723.3570556640625,1007.0949096679688
371,973.5872802734375,931.96826171875,723.4111328125,1007.1407470703125
372,973.4666748046875,932.2888793945312,723.4819946289062,1007.2841796875
373,973.4666748046875,932.2888793945312,723.3359985351562,1007.8406372070312
374,973.5325927734375,932.4130249023438,723.4677124023438,1007.8078002929688
375,973.5325927734375,932.4130249023438,723.5830078125,1007.9293823242188
376,973.646484375,932.7176513671875,723.5830078125,1007.9293823242188
377,973.5,932.8734130859375,723.5830078125,1007.9293823242188
378,973.26220703125,932.9011840820312,723.57177734375,1007.8853759765625
379,973.26220703125,932.9011840820312,723.4677124023438,1007.8078002929688
380,973.26220703125,932.9011840820312,723.57177734375,1007.8853759765625
381,973.26220703125,932.9011840820312,723.5830078125,1007.9293823242188
382,973.3372192382812,933.019287109375,723.5830078125,1007.9293823242188
383,973.3372192382812,933.019287109375,723.5830078125,1007.9293823242188
384,973.3372192382812,933.019287109375,723.5830078125,1007.9293823242188
385,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
386,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
387,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
388,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
389,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
390,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
391,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
392,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
393,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
394,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
395,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
396,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
397,973.3372192382812,933.019287109375,723.5885620117188,1008.3068237304688
398,973.1913452148438,933.2246704101562,723.5885620117188,1008.3068237304688
399,973.1913452148438,933.2246704101562,723.5885620117188,1008.3068237304688
400,973.1913452148438,933.2246704101562,723.5885620117188,1008.3068237304688
401,973.1913452148438,933.2246704101562,723.57666015625,1008.2630004882812
402,973.1913452148438,933.2246704101562,723.4385375976562,1008.3770751953125
403,973.1913452148438,933.2246704101562,723.2967529296875,1008.4838256835938
404,973.550048828125,933.7078857421875,723.31103515625,1008.5258178710938
405,973.550048828125,933.7078857421875,723.2967529296875,1008.4838256835938
406,973.550048828125,933.7078857421875,723.4385375976562,1008.3770751953125
407,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
408,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
409,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
410,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
411,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
412,973.550048828125,933.7078857421875,723.57666015625,1008.2630004882812
413,973.5,933.5,723.57666015625,1008.2630004882812
414,973.5,933.5,723.5484008789062,1008.4798583984375
415,973.5,933.5,723.78857421875,1008.8793334960938
416,973.5,933.9166870117188,723.78857421875,1008.8793334960938
417,973.5,933.9166870117188,723.78857421875,1008.8793334960938
418,973.646484375,934.1115112304688,723.6519165039062,1008.8843994140625
419,973.7478637695312,934.1903076171875,723.6419067382812,1008.8426513671875
420,973.9669189453125,934.5,723.6519165039062,1008.8843994140625
421,974.0317993164062,934.69140625,723.6419067382812,1008.8426513671875
422,974.0181884765625,934.8848266601562,723.618896484375,1009.04541015625
423,974.0988159179688,935.26220703125,723.4595336914062,1008.936279296875
424,974.0988159179688,935.26220703125,723.3333129882812,1009.0465698242188
